house_no,street,city,state,zip_raw,zip_clean
87-14,116TH STREET,RICHMOND HILL,NY,114180000,11418
906,EAST 220TH STREET,BRONX,NY,104690000,10469
490,NEW YORK AVENUE,BROOKLYN,NY,112250000,11225
3063,HULL AVENUE,BRONX,NY,104670000,10467
50,EAST 172ND STREET,BRONX,NY,104520000,10452
2401,DAVIDSON AVENUE,BRONX,NY,104680000,10468
2401,DAVIDSON AVENUE,BRONX,NY,104680000,10468
452,EAST 187TH STREET,BRONX,NY,104580000,10458
2463,VALENTINE AVENUE,BRONX,NY,104580000,10458
50,EAST 172ND STREET,BRONX,NY,104520000,10452
50,EAST 172ND STREET,BRONX,NY,104520000,10452
50,EAST 172ND STREET,BRONX,NY,104520000,10452
1145,CLAY AVENUE,BRONX,NY,104560000,10456
372,EAST 167TH STREET,BRONX,NY,104560000,10456
372,EAST 167TH STREET,BRONX,NY,104560000,10456
1253,FRANKLIN AVENUE,BRONX,NY,104560000,10456
1253,FRANKLIN AVENUE,BRONX,NY,104560000,10456
1253,FRANKLIN AVENUE,BRONX,NY,104560000,10456
1253,FRANKLIN AVENUE,BRONX,NY,104560000,10456
1250,FRANKLIN AVENUE,BRONX,NY,104560000,10456
1250,FRANKLIN AVENUE,BRONX,NY,104560000,10456
1250,FRANKLIN AVENUE,BRONX,NY,104560000,10456
1250,FRANKLIN AVENUE,BRONX,NY,104560000,10456
1250,FRANKLIN AVENUE,BRONX,NY,104560000,10456
1229,FRANKLIN AVENUE,BRONX,NY,104560000,10456
1229,FRANKLIN AVENUE,BRONX,NY,104560000,10456
372,EAST 167TH STREET,BRONX,NY,104560000,10456
715,FAIRMOUNT PLACE,BRONX,NY,104570000,10457
709,FAIRMOUNT PLACE,BRONX,NY,104570000,10457
711,FAIRMOUNT PLACE,BRONX,NY,104570000,10457
2463,VALENTINE AVENUE,BRONX,NY,104580000,10458
976,LEGGETT AVENUE,BRONX,NY,104550000,10455
820,JACKSON AVENUE,BRONX,NY,104560000,10456
820,JACKSON AVENUE,BRONX,NY,104560000,10456
820,JACKSON AVENUE,BRONX,NY,104560000,10456
820,JACKSON AVENUE,BRONX,NY,104560000,10456
820,JACKSON AVENUE,BRONX,NY,104560000,10456
820,JACKSON AVENUE,BRONX,NY,104560000,10456
820,JACKSON AVENUE,BRONX,NY,104560000,10456
820,JACKSON AVENUE,BRONX,NY,104560000,10456
820,JACKSON AVENUE,BRONX,NY,104560000,10456
820,JACKSON AVENUE,BRONX,NY,104560000,10456
820,JACKSON AVENUE,BRONX,NY,104560000,10456
820,JACKSON AVENUE,BRONX,NY,104560000,10456
709,FAIRMONT PLACE,BRONX,NY,104570000,10457
709,FAIRMONT PLACE,BRONX,NY,104570000,10457
709,FAIRMONT PLACE,BRONX,NY,104570000,10457
2391,DAVIDSON AVENUE,BRONX,NY,104680000,10468
1967,MARMION AVENUE,BRONX,NY,104600000,10460
1971,MARMION AVENUE,BRONX,NY,104600000,10460
3063,HULL AVENUE,BRONX,NY,104670000,10467
3063,HULL AVENUE,BRONX,NY,104670000,10467
1471,TAYLOR AVENUE,BRONX,NY,104600000,10460
2314,VALENTINE AVENUE,BRONX,NY,104580000,10458
269,EAST 194TH STREET,BRONX,NY,104580000,10458
269,EAST 194TH STREET,BRONX,NY,104580000,10458
269,EAST 194TH STREET,BRONX,NY,104580000,10458
265,EAST 194TH STREET,BRONX,NY,104580000,10458
1450,TAYLOR AVENUE,BRONX,NY,104600000,10460
1450,TAYLOR AVENUE,BRONX,NY,104600000,10460
1450,TAYLOR AVENUE,BRONX,NY,104600000,10460
1967,MARMION AVENUE,BRONX,NY,104600000,10460
1471,TAYLOR AVENUE,BRONX,NY,104600000,10460
953,ANDERSON AVENUE,BRONX,NY,104520000,10452
951,WOODYCREST AVENUE,BRONX,NY,104520000,10452
951,WOODYCREST AVENUE,BRONX,NY,104520000,10452
60-68,WEST 162ND STREET,BRONX,NY,104520000,10452
715,FAIRMONT PLACE,BRONX,NY,104570000,10457
709,FAIRMONT PLACE,BRONX,NY,104570000,10457
715,FAIRMONT PLACE,BRONX,NY,104570000,10457
1229,FRANKLIN AVENUE,BRONX,NY,104560000,10456
265,EAST 194TH STREET,BRONX,NY,104580000,10458
711,FAIMRONT PLACE,BRONX,NY,104570000,10457
709,FAIMRONT PLACE,BRONX,NY,104570000,10457
3063,HULL AVENUE,BRONX,NY,104670000,10467
60-68,WEST 162ND STREET,BRONX,NY,104520000,10452
50,EAST 172ND STREET,BRONX,NY,104520000,10452
50,EAST 172ND STREET,BRONX,NY,104520000,10452
1471,TAYLOR AVENUE,BRONX,NY,104600000,10460
1471,TAYLOR AVENUE,BRONX,NY,104600000,10460
1471,TAYLOR AVENUE,BRONX,NY,104600000,10460
1471,TAYLOR AVENUE,BRONX,NY,104600000,10460
1471,TAYLOR AVENUE,BRONX,NY,104600000,10460
2401,DAVIDSON AVENUE,BRONX,NY,104680000,10468
2401,DAVIDSON AVENUE,BRONX,NY,104680000,10468
2401,DAVIDSON AVENUE,BRONX,NY,104680000,10468
2401,DAVIDSON AVENUE,BRONX,NY,104680000,10468
2401,DAVIDSON AVENUE,BRONX,NY,104680000,10468
2401,DAVIDSON AVENUE,BRONX,NY,104680000,10468
1229,FRANKLIN AVENUE,BRONX,NY,104560000,10456
1229,FRANKLIN AVENUE,BRONX,NY,104560000,10456
953,ANDERSON AVENUE,BRONX,NY,104520000,10452
953,ANDERSON AVENUE,BRONX,NY,104520000,10452
951,WOODYCREST AVENUE,BRONX,NY,104520000,10452
953,ANDERSON AVENUE,BRONX,NY,104520000,10452
951,WOODYCREST AVENUE,BRONX,NY,104520000,10452
60-68,WEST 162ND STREET,BRONX,NY,104520000,10452
60-68,WEST 162ND STREET,BRONX,NY,104520000,10452
60-68,WEST 162ND STREET,BRONX,NY,104520000,10452
60-68,WEST 162ND STREET,BRONX,NY,104520000,10452
60-68,WEST 162ND STREET,BRONX,NY,104520000,10452
60-68,WEST 162ND STREET,BRONX,NY,104520000,10452
60-68,WEST 162ND STREET,BRONX,NY,104520000,10452
60-68,WEST 162ND STREET,BRONX,NY,104520000,10452
60-68,WEST 162ND STREET,BRONX,NY,104520000,10452
1511-,21 SHERIDAN AVENUE,BRONX,NY,104570000,10457
51,BUCHANAN PLACE,BRONX,NY,104530000,10453
715,FAIRMONT PLACE,BRONX,NY,104570000,10457
951,WOODYCREST AVENUE,BRONX,NY,104520000,10452
951,WOODYCREST AVENUE,BRONX,NY,104520000,10452
953,ANDERSON AVENUE,BRONX,NY,104520000,10452
1511-,21 SHERIDAN AVENUE,BRONX,NY,104570000,10457
1511-,21 SHERIDAN AVENUE,BRONX,NY,104570000,10457
1511-,21 SHERIDAN AVENUE,BRONX,NY,104570000,10457
1511-,21 SHERIDAN AVENUE,BRONX,NY,104570000,10457
51,BUCHANAN PLACE,BRONX,NY,104530000,10453
976,LEGGETT AVENUE,BRONX,NY,104550000,10455
976,LEGGETT AVENUE,BRONX,NY,104550000,10455
976,LEGGETT AVENUE,BRONX,NY,104550000,10455
2391,DAVIDSON AVENUE,BRONX,NY,104680000,10468
2401,DAVIDSON AVENUE,BRONX,NY,104680000,10468
976,LEGGETT AVENUE,BRONX,NY,104550000,10455
976,LEGGETT AVENUE,BRONX,NY,104550000,10455
976,LEGGETT AVENUE,BRONX,NY,104550000,10455
976,LEGGETT AVENUE,BRONX,NY,104550000,10455
1511-,21 SHERIDAN AVENUE,BRONX,NY,104570000,10457
1511-,21 SHERIDAN AVENUE,BRONX,NY,104570000,10457
1511-,21 SHERIDAN AVENUE,BRONX,NY,104570000,10457
1511-,21 SHERIDAN AVENUE,BRONX,NY,104570000,10457
1511-,21 SHERIDAN AVENUE,BRONX,NY,104570000,10457
1511-,21 SHERIDAN AVENUE,BRONX,NY,104570000,10457
1511-,21 SHERIDAN AVENUE,BRONX,NY,104570000,10457
1511-,21 SHERIDAN AVENUE,BRONX,NY,104570000,10457
1511-,21 SHERIDAN AVENUE,BRONX,NY,104570000,10457
2181,WALLACE AVENUE,BRONX,NY,104620000,10462
175,FIELD PLACE,BRONX,NY,104680000,10468
175,FIELD PLACE,BRONX,NY,104680000,10468
2105,CRUGER AVENUE,BRONX,NY,104620000,10462
760,BRYANT AVENUE,BRONX,NY,104740000,10474
760,BRYANT AVENUE,BRONX,NY,104740000,10474
631,EAST 168TH STREET,BRONX,NY,104560000,10456
1640,MACOMBS ROAD,BRONX,NY,104530000,10453
1505,LELAND AVENUE,BRONX,NY,104600000,10460
1534,SELWYN AVENUE,BRONX,NY,104570000,10457
2565,COLDEN AVENUE,BRONX,NY,104690000,10469
2565,COLDEN AVENUE,BRONX,NY,104690000,10469
1208,FRANKLIN AVENUE,BRONX,NY,104560000,10456
1208,FRANKLIN AVENUE,BRONX,NY,104560000,10456
1208,FRANKLIN AVENUE,BRONX,NY,104560000,10456
1100,FRANKLIN AVENUE,BRONX,NY,104560000,10456
1100,FRANKLIN AVENUE,BRONX,NY,104560000,10456
1964,WATSON AVENUE,BRONX,NY,104720000,10472
527,EAST 148TH STREET,BRONX,NY,104550000,10455
2119,HUGHES AVENUE,BRONX,NY,104570000,10457
2322,ANDREWS AVENUE,BRONX,NY,104680000,10468
2714,WALLACE AVENUE,BRONX,NY,104670000,10467
15,EAST 205TH STREET,BRONX,NY,104680000,10468
3214,OLINVILLE AVENUE,BRONX,NY,104670000,10467
1704,MORRIS AVENUE,BRONX,NY,104570000,10457
1165,GERARD AVENUE,BRONX,NY,104520000,10452
1704,MORRIS AVENUE,BRONX,NY,104570000,10457
1711,MORRIS AVENUE,BRONX,NY,104570000,10457
1717,WALTON AVENUE,BRONX,NY,104530000,10453
4755,WHITE PLAINS RD,BRONX,NY,104700000,10470
333,EAST 181ST STREET,BRONX,NY,104570000,10457
333,EAST 181ST STREET,BRONX,NY,104570000,10457
365,EAST 184TH STREET,BRONX,NY,104580000,10458
365,EAST 184TH STREET,BRONX,NY,104580000,10458
2024,BENEDICT AVENUE,BRONX,NY,104620000,10462
156,E. 178TH STREET,BRONX,NY,104530000,10453
3800,CARPENTER AVENUE,BRONX,NY,104690000,10469
2465,TRATMAN AVENUE,BRONX,NY,104610000,10461
2465,TRATMAN AVENUE,BRONX,NY,104610000,10461
2414,BELMONT AVENUE,BRONX,NY,104580000,10458
345,EAST 209TH STREET,BRONX,NY,104670000,10467
1372,FRANKLIN AVENUE,BRONX,NY,104560000,10456
1372,FRANKLIN AVENUE,BRONX,NY,104560000,10456
1372,FRANKLIN AVENUE,BRONX,NY,104560000,10456
1372,FRANKLIN AVENUE,BRONX,NY,104560000,10456
1600,UNIVERSITY AVENUE,BRONX,NY,104530000,10453
1704,SEDDON STREET,BRONX,NY,104610000,10461
239,WEST 230TH STREET,BRONX,NY,104630000,10463
3119,BAILEY AVENUE,BRONX,NY,104630000,10463
5804,TYNDALL AVENUE,BRONX,NY,104710000,10471
590,EAST 187TH STREET,BRONX,NY,104580000,10458
490,EAST 181ST STREET,BRONX,NY,104570000,10457
2403,HOFFMAN STREET,BRONX,NY,104570000,10457
926,BRONX PARK SO.,BRONX,NY,104600000,10460
389,EAST 151ST STREET,BRONX,NY,104550000,10455
389,EAST 151ST STREET,BRONX,NY,104550000,10455
389,EAST 151ST STREET,BRONX,NY,104550000,10455
415,EAST 151ST STREET,BRONX,NY,104550000,10455
689,MELROSE AVENUE,BRONX,NY,104550000,10455
3265,BAINBRIDGE AVENUE,BRONX,NY,104670000,10467
3265,BAINBRIDGE AVENUE,BRONX,NY,104670000,10467
1210,WOODYCREST AVENUE,BRONX,NY,104520000,10452
1230,WOODYCREST AVENUE,BRONX,NY,104520000,10452
1230,WOODYCREST AVENUE,BRONX,NY,104520000,10452
1195,ANDERSON AVENUE,BRONX,NY,104520000,10452
1195,ANDERSON AVENUE,BRONX,NY,104520000,10452
1195,ANDERSON AVENUE,BRONX,NY,104520000,10452
1220,SHAKESPEARE AVENUE,BRONX,NY,104520000,10452
1220,SHAKESPEARE AVENUE,BRONX,NY,104520000,10452
2084,BRONX PARK EAST,BRONX,NY,104620000,10462
2084,BRONX PARK EAST,BRONX,NY,104620000,10462
2084,BRONX PARK EAST,BRONX,NY,104620000,10462
2086,BRONX PARK EAST,BRONX,NY,104620000,10462
4385,VIREO AVENUE,BRONX,NY,104700000,10470
4385,VIREO AVENUE,BRONX,NY,104700000,10470
3395,RESERVOIR OVAL,BRONX,NY,104670000,10467
3395,RESERVOIR OVAL,BRONX,NY,104670000,10467
2695,HEATH AVENUE,BRONX,NY,104630000,10463
2695,HEATH AVENUE,BRONX,NY,104630000,10463
275,E. GUN HILL RD.,BRONX,NY,104670000,10467
275,E. GUN HILL RD.,BRONX,NY,104670000,10467
275,E. GUN HILL RD.,BRONX,NY,104670000,10467
275,E. GUN HILL RD.,BRONX,NY,104670000,10467
1819,WILLIAMSBRIDGE ROAD,BRONX,NY,104610000,10461
1819,WILLIAMSBRIDGE ROAD,BRONX,NY,104610000,10461
3320,RESERVOIR OVAL EAST,BRONX,NY,104670000,10467
3320,RESERVOIR OVAL EAST,BRONX,NY,104670000,10467
3320,RESERVOIR OVAL EAST,BRONX,NY,104670000,10467
3320,RESERVOIR OVAL EAST,BRONX,NY,104670000,10467
3320,RESERVOIR OVAL EAST,BRONX,NY,104670000,10467
3320,RESERVOIR OVAL EAST,BRONX,NY,104670000,10467
523,EAST 187TH STREET,BRONX,NY,104580000,10458
1479,JESUP AVENUE,BRONX,NY,104520000,10452
1601,METROPOLITAN AVE,BRONX,NY,104620000,10462
1315,MERRIAM AVENUE,BRONX,NY,104520000,10452
2410,WALTON AVENUE,BRONX,NY,104680000,10468
1420,GRAND CONCOURSE,BRONX,NY,104560000,10456
1420,GRAND CONCOURSE,BRONX,NY,104560000,10456
1420,GRAND CONCOURSE,BRONX,NY,104560000,10456
1420,GRAND CONCOURSE,BRONX,NY,104560000,10456
3162,BAINBRIDGE AVENUE,BRONX,NY,104670000,10467
2016,MARMION AVENUE,BRONX,NY,104600000,10460
2016,MARMION AVENUE,BRONX,NY,104600000,10460
2076,CRESTON AVENUE,BRONX,NY,104530000,10453
917,SHERIDAN AVENUE,BRONX,NY,104510000,10451
3801,HUDSON AVENUE,BRONX,NY,104630000,10463
1096,WEST FARMS ROAD,BRONX,NY,104590000,10459
1749,GRAND CONCOURSE,BRONX,NY,104530000,10453
1749,GRAND CONCOURSE,BRONX,NY,104530000,10453
1749,GRAND CONCOURSE,BRONX,NY,104530000,10453
1749,GRAND CONCOURSE,BRONX,NY,104530000,10453
1065,MANOR AVENUE,BRONX,NY,104720000,10472
455,WHITE PLAINS ROAD,BRONX,NY,104730000,10473
455,WHITE PLAINS ROAD,BRONX,NY,104730000,10473
1575,THIERIOT AVENUE,BRONX,NY,104600000,10460
3209,PHILIP AVENUE,BRONX,NY,104650000,10465
2238,CRESTON AVENUE,BRONX,NY,104530000,10453
1109,CLAY AVENUE,BRONX,NY,104560000,10456
1109,CLAY AVENUE,BRONX,NY,104560000,10456
1109,CLAY AVENUE,BRONX,NY,104560000,10456
1109,CLAY AVENUE,BRONX,NY,104560000,10456
1109,CLAY AVENUE,BRONX,NY,104560000,10456
1109,CLAY AVENUE,BRONX,NY,104560000,10456
320,EAST 166TH STREET,BRONX,NY,104560000,10456
275,EAST 168TH STREET,BRONX,NY,104560000,10456
275,EAST 168TH STREET,BRONX,NY,104560000,10456
120,WEST 176TH STREET,BRONX,NY,104530000,10453
1655,MACOMBS ROAD,BRONX,NY,104530000,10453
1647,MACOMBS ROAD,BRONX,NY,104530000,10453
1675,UNIVERSITY AVENUE,BRONX,NY,104530000,10453
1669,UNIVERSITY AVENUE,BRONX,NY,104530000,10453
865,WALTON AVENUE,BRONX,NY,104510000,10451
1226,WHEELER AVENUE,BRONX,NY,104720000,10472
1018,HOE AVENUE,BRONX,NY,104590000,10459
950,ALDUS STREET,BRONX,NY,104590000,10459
1056,SHERMAN AVE,BRONX,NY,104560000,10456
3830,BRONX BOULEVARD,BRONX,NY,104670000,10467
1460,BEACH AVE,BRONX,NY,104600000,10460
2609,BAINBRIDGE AVE,BRONX,NY,104580000,10458
686 E,234TH ST,BRONX,NY,104660000,10466
10 E,198TH ST,BRONX,NY,104680000,10468
3046,HOLLAND AVE,BRONX,NY,104670000,10467
3158,PERRY AVE,BRONX,NY,104670000,10467
2874,GRAND CONCOURSE,BRONX,NY,104580000,10458
465 E,167TH ST,BRONX,NY,104560000,10456
1749,GRAND CONCOURSE,BRONX,NY,104530000,10453
922,LEGGETT AVE,BRONX,NY,104550000,10455
2415,MORRIS AVE,BRONX,NY,104680000,10468
592,UNION AVE,BRONX,NY,104550000,10455
55,WEST 184TH STREET,BRONX,NY,104680000,10468
1571,UNDERCLIFF AVENUE,BRONX,NY,104530000,10453
2261,ANDREWS AVENUE,BRONX,NY,104680000,10468
4575,PARK AVE,BRONX,NY,104580000,10458
4575,PARK AVE,BRONX,NY,104580000,10458
1125,FINDLAY AVE,BRONX,NY,104560000,10456
264,ECHO PLACE,BRONX,NY,104570000,10457
54,EAST 179TH STREET,BRONX,NY,104530000,10453
840,BRONX PARK SOUTH,BRONX,NY,104600000,10460
7,EAST 3RD STREET,MOUNT VERNON,NY,105500000,10550
3605,SEDWICK AVENUE,BRONX,NY,104630000,10463
1744,GIVAN AVE,BRONX,NY,104690000,10469
3825,CARPENTER AVE,BRONX,NY,104670000,10467
1905,ANDREWS AVE SOUTH,BRONX,NY,104530000,10453
1834,PHELAN PLACE,BRONX,NY,104530000,10453
1027,REV JAMES A POLITE AVENUE,BRONX,NY,104590000,10459
25-26,50TH STREET,WOODSIDE,NY,113770000,11377
2205,DAVIDSON AVENUE,BRONX,NY,104530000,10453
65,JESUP PLACE,BRONX,NY,104520000,10452
5014,16TH AVENUE,BROOKLYN,NY,112050000,11205
1220,EAST 222ND STREET,BRONX,NY,104690000,10469
2531A,GRAND AVENUE,BRONX,NY,104680000,10468
753 E,151ST ST,BRONX,NY,104550000,10455
590 E,166TH ST,BRONX,NY,104560000,10456
984,SHERIDAN AVENUE,BRONX,NY,104560000,10456
870,JENNINGS ST,BRONX,NY,104590000,10459
2250,AQUEDUCT AVE,BRONX,NY,104530000,10453
2074,VYSE AVE,BRONX,NY,104600000,10460
140,CASALS PLACE,BRONX,NY,104750000,10475
1708,MATTHEWS AVENUE,BRONX,NY,104620000,10462
1135,PELHAM PARKWAY,BRONX,NY,104690000,10469
1605,UNIVERSITY AVENUE,BRONX,NY,104530000,10453
2380,GRAND AVENUE,BRONX,NY,104680000,10468
2380,GRAND AVENUE,BRONX,NY,104680000,10468
2170,UNIVERSITY AVENUE A/K/A,BRONX,NY,104530000,10453
1218,BOYNTON AVENUE,BRONX,NY,104720000,10472
2474,VALENTINE AVENUE,BRONX,NY,104580000,10458
1340,MERRIAM AVENUE,BRONX,NY,104520000,10452
3575 E,TREMONT AVE,BRONX,NY,104650000,10465
3575 E,TREMONT AVE,BRONX,NY,104650000,10465
2966,CODDINGTON AVE,BRONX,NY,104610000,10461
311,EAST 162ND STREET,BRONX,NY,104510000,10451
835,-837 TRINITY AVENUE,BRONX,NY,104560000,10456
1763,PITTMAN AVENUE,BRONX,NY,104660000,10466
1230,PENSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
1670,BOSTON ROAD,BRONX,NY,104600000,10460
431,EAST 136TH STREET,BRONX,NY,104540000,10454
225,NAPLES TERRACE,BRONX,NY,104630000,10463
2300,OLINVILLE AVENUE,BRONX,NY,104670000,10467
3050,PERRY AVENUE,BRONX,NY,104670000,10467
2285,ANDREWS AVENUE NO.,BRONX,NY,104680000,10468
2285,ANDREWS AVENUE NO.,BRONX,NY,104680000,10468
601,EAST 167TH STREET,BRONX,NY,104560000,10456
601,EAST 167TH STREET,BRONX,NY,104560000,10456
311,ALEXANDER AVENUE,BRONX,NY,104540000,10454
12,EAST 196TH STREET,BRONX,NY,104680000,10468
1056,SHERMAN AVENUE,BRONX,NY,104560000,10456
1211,SOUTHERN BLVD,BRONX,NY,104590000,10459
546,EAST 145TH STREET,BRONX,NY,104540000,10454
464,EAST 159TH STREET,BRONX,NY,104510000,10451
1730,HARRISON AVENUE,BRONX,NY,104530000,10453
1296,SHERIDAN AVENUE,BRONX,NY,104560000,10456
1296,SHERIDAN AVENUE,BRONX,NY,104560000,10456
1382-8,CROTONA AVENUE,BRONX,NY,104560000,10456
675,EAST 170TH STREET,BRONX,NY,104560000,10456
432,EAST 156TH STREET,BRONX,NY,104550000,10455
1730,HARRISON AVENUE,BRONX,NY,104530000,10453
1730,HARRISON AVEUE,BRONX,NY,104530000,10453
2608,CRESTON AVENUE,BRONX,NY,104680000,10468
2608,CRESTON AVENUE,BRONX,NY,104680000,10468
4128,CARPENTER AVENUE,BRONX,NY,104660000,10466
4053,CARPENTER AVENUE,BRONX,NY,104660000,10466
4014,CARPENTER AVENUE,BRONX,NY,104660000,10466
4002,CARPENTER AVENUE,BRONX,NY,104660000,10466
2608,CRESTON AVENUE,BRONX,NY,104680000,10468
514,TINTON AVENUE,BRONX,NY,104550000,10455
506,TINTON AVENUE,BRONX,NY,104550000,10455
3480,3RD AVENUE,BRONX,NY,104560000,10456
3480,3RD AVENUE,BRONX,NY,104560000,10456
3463,3RD AVENUE,BRONX,NY,104560000,10456
2396,VALENTINE AVENUE,BRONX,NY,104580000,10458
215,EAST 197TH STREET,BRONX,NY,104580000,10458
215,EAST 197TH STREET,BRONX,NY,104580000,10458
1860,MORRIS AVENUE,BRONX,NY,104530000,10453
1915,MORRIS AVENUE,BRONX,NY,104530000,10453
2805,PONG PLACE,BRONX,NY,104580000,10458
2805,PONG PLACE,BRONX,NY,104580000,10458
2363,PROSPECT,BRONX,NY,104580000,10458
2363,PROSPECT,BRONX,NY,104580000,10458
224,EAST 164TH STREET,BRONX,NY,104560000,10456
2256,WALTON AVENUE,BRONX,NY,104530000,10453
1181,SHERIDAN AVENUE,BRONX,NY,104560000,10456
1181,SHERIDAN AVENUE,BRONX,NY,104560000,10456
1181,SHERIDAN AVENUE,BRONX,NY,104560000,10456
185,MC CLELLAN STREET,BRONX,NY,104560000,10456
935,OGDEN AVENUE,BRONX,NY,104520000,10452
2180,GRAND CONCOURSE,BRONX,NY,104570000,10457
2180,GRAND CONCOURSE,BRONX,NY,104570000,10457
2180,GRAND CONCOURSE,BRONX,NY,104570000,10457
215,EAST 197TH STREET,BRONX,NY,104580000,10458
230,EAST 173RD STREET,BRONX,NY,104570000,10457
1385,FULTON AVENUE,BRONX,NY,104560000,10456
2640,MARION AVENUE,BRONX,NY,104580000,10458
1591,BRUCKNER BLVD,BRONX,NY,104720000,10472
2627,WEBSTER AVENUE,BRONX,NY,104580000,10458
621,EAST 170TH STREET,BRONX,NY,104680000,10468
871,LONGWOOD AVENUE,BRONX,NY,104590000,10459
1739,DAVIDSON AVENUE,BRONX,NY,104530000,10453
1743,DAVIDSON AVENUE,BRONX,NY,104530000,10453
3425,EDSON AVENUE,BRONX,NY,104690000,10469
2800 -,10 BAILEY AVENUE,BRONX,NY,104630000,10463
2800 -,10 BAILEY AVENUE,BRONX,NY,104630000,10463
2800 -,10 BAILEY AVENUE,BRONX,NY,104630000,10463
2800 -,10 BAILEY AVENUE,BRONX,NY,104630000,10463
2800 -,10 BAILEY AVENUE,BRONX,NY,104630000,10463
2800 -,10 BAILEY AVENUE,BRONX,NY,104630000,10463
3111,WILLOW LANE,BRONX,NY,104610000,10461
2300,BRONX PARK EAST,BRONX,NY,104670000,10467
2525,AQUEDUCT AVENUE,BRONX,NY,104680000,10468
185,EAST 159TH STREET,BRONX,NY,104510000,10451
185,EAST 159TH STREET,BRONX,NY,104510000,10451
185,EAST 159TH STREET,BRONX,NY,104510000,10451
37,FEATHERBED LANE,BRONX,NY,104520000,10452
37,FEATHERBED LANE,BRONX,NY,104520000,10452
37,FEATHERBED LANE,BRONX,NY,104520000,10452
37,FEATHERBED LANE,BRONX,NY,104520000,10452
37,FEATHERBED LANE,BRONX,NY,104520000,10452
37,FEATHERBED LANE,BRONX,NY,104520000,10452
37,FEATHERBED LANE,BRONX,NY,104520000,10452
37,FEATHERBED LANE,BRONX,NY,104520000,10452
3460,BAILEY AVENUE,BRONX,NY,104630000,10463
1840,PHELAN PLACE,BRONX,NY,104530000,10453
2031,RYER AVENUE,BRONX,NY,104570000,10457
1850,PHELAN PLACE,BRONX,NY,104530000,10453
1253,LELAND AVENUE,BRONX,NY,104720000,10472
1253,LELAND AVENUE,BRONX,NY,104720000,10472
37,FEATHERBED LANE,BRONX,NY,104520000,10452
2025,VALENTINE AVENUE,BRONX,NY,104570000,10457
66,EAST 190TH STREET,BRONX,NY,104680000,10468
145,FATHER ZEISER PL,BRONX,NY,104680000,10468
225,E. MOSHOLU PKWY N.,BRONX,NY,104670000,10467
314,EAST 201ST STREET,BRONX,NY,104580000,10458
3120,BUHRE AVENUE,BRONX,NY,104610000,10461
2900,ST. THERESA AVE,BRONX,NY,104610000,10461
4303,BAYCHESTER AVENUE,BRONX,NY,104660000,10466
1522,ST. LAWRENCE AVENUE,BRONX,NY,104600000,10460
721,EAST 222ND STREET,BRONX,NY,104670000,10467
681,EAST 239TH STREET,BRONX,NY,104700000,10470
2042,BATHGATE AVENUE,BRONX,NY,104570000,10457
985,EAST 174TH STREET,BRONX,NY,104600000,10460
1495,MORRIS AVENUE,BRONX,NY,104570000,10457
2265,DAVIDSON AVENUE,BRONX,NY,104530000,10453
2015,UNIVERSITY AVENUE,BRONX,NY,104530000,10453
1495,MORRIS AVENUE,BRONX,NY,104570000,10457
3061,HULL AVENUE,BRONX,NY,104670000,10467
3395,FT. INDEPENDENCE ST,BRONX,NY,104630000,10463
331,EAST 1496TH STREET,BRONX,NY,104510000,10451
601,EAST 156TH STRREET,BRONX,NY,104550000,10455
2031,HUGHES AVENUE,BRONX,NY,104570000,10457
2031,HUGHES AVENUE,BRONX,NY,104570000,10457
1795,CLINTON AVENUE,BRONX,NY,104570000,10457
1795,CLINTON AVENUE,BRONX,NY,104570000,10457
55,WEST 184TH STREET,BRONX,NY,104680000,10468
55,WEST 184TH STREET,BRONX,NY,104680000,10468
1571,UNDERCLIFF AVENUE,BRONX,NY,104530000,10453
1571,UNDERCLIFF AVENUE,BRONX,NY,104530000,10453
1571,UNDERCLIFF AVENUE,BRONX,NY,104530000,10453
1571,UNDERCLIFF AVENUE,BRONX,NY,104530000,10453
1571,UNDERCLIFF AVENUE,BRONX,NY,104530000,10453
1571,UNDERCLIFF AVENUE,BRONX,NY,104530000,10453
1571,UNDERCLIFF AVENUE,BRONX,NY,104530000,10453
1571,UNDERCLIFF AVENUE,BRONX,NY,104530000,10453
1571,UNDERCLIFF AVENUE,BRONX,NY,104530000,10453
1571,UNDERCLIFF AVENUE,BRONX,NY,104530000,10453
1571,UNDERCLIFF AVE,BRONX,NY,104530000,10453
115,EAST MOSHOLU PKWY,BRONX,NY,104670000,10467
115,EAST MOSHOLU PKWY,BRONX,NY,104670000,10467
115,EAST MOSHOLU PKWY,BRONX,NY,104670000,10467
115,EAST MOSHOLU PKWY,BRONX,NY,104670000,10467
102,WEST 183RD STREET,BRONX,NY,104530000,10453
102,WEST 183RD STREET,BRONX,NY,104530000,10453
2261,ANDREWS AVENUE,BRONX,NY,104680000,10468
2261,ANDREWS AVENUE,BRONX,NY,104680000,10468
3599,BAINBRIDGE AVENUE,BRONX,NY,104670000,10467
103,WEST 183RD STREET,BRONX,NY,104530000,10453
3593,BAINBRIDGE AVENUE,BRONX,NY,104670000,10467
3593,BAINBRIDGE AVENUE,BRONX,NY,104670000,10467
3591,BAINBRIDGE AVENUE,BRONX,NY,104670000,10467
3591,BAINBRIDGE AVENUE,BRONX,NY,104670000,10467
